I,0.205,0.152,0.045,0.05,0.024,0.011,0.014,3
I,0.201,0.155,0.047,0.05,0.024,0.011,0.014,3
I,0.197,0.148,0.046,0.05,0.024,0.011,0.014,3
I,0.16,0.107,0.024,0.018,0.007,0.006,0.005,3
I,0.124,0.097,0.03,0.013,0.005,0.003,0.004,3
I,0.16,0.114,0.025,0.017,0.007,0.006,0.005,3
I,0.111,0.09,0.03,0.008,0.003,0.002,0.003,3
M,0.21,0.15,0.05,0.039,0.016,0.009,0.01,3
I,0.13,0.103,0.03,0.013,0.005,0.003,0.004,3
I,0.132,0.1,0.03,0.014,0.005,0.003,0.004,3
I,0.165,0.12,0.03,0.021,0.007,0.005,0.005,3
I,0.215,0.155,0.055,0.041,0.015,0.009,0.013,3
I,0.132,0.096,0.03,0.013,0.005,0.003,0.004,3
M,0.21,0.15,0.05,0.04,0.016,0.009,0.01,3
I,0.11,0.09,0.03,0.008,0.003,0.002,0.003,3
I,0.11,0.093,0.03,0.008,0.003,0.002,0.003,3
I,0.2,0.15,0.045,0.038,0.018,0.006,0.011,3
I,0.165,0.12,0.031,0.022,0.007,0.005,0.005,3
I,0.194,0.15,0.046,0.04,0.018,0.006,0.011,3
I,0.215,0.15,0.055,0.04,0.015,0.009,0.013,3
I,0.192,0.146,0.029,0.032,0.013,0.005,0.011,3
I,0.195,0.15,0.045,0.038,0.018,0.006,0.011,3
I,0.18,0.13,0.045,0.028,0.013,0.01,0.009,3
M,0.21,0.147,0.052,0.039,0.017,0.009,0.01,3
I,0.165,0.119,0.031,0.023,0.007,0.005,0.005,3
I,0.185,0.13,0.044,0.029,0.013,0.01,0.009,3
M,0.21,0.152,0.05,0.039,0.016,0.009,0.01,3
I,0.215,0.15,0.055,0.041,0.015,0.009,0.013,3
I,0.178,0.135,0.045,0.028,0.012,0.01,0.009,3
M,0.21,0.15,0.05,0.039,0.015,0.009,0.01,3
M,0.21,0.15,0.05,0.039,0.016,0.009,0.01,3
I,0.18,0.13,0.045,0.028,0.013,0.01,0.009,3
I,0.215,0.154,0.055,0.041,0.015,0.009,0.013,3
I,0.14,0.105,0.035,0.014,0.006,0.003,0.004,3
M,0.21,0.15,0.049,0.039,0.016,0.009,0.01,3
M,0.21,0.155,0.05,0.04,0.016,0.009,0.01,3
I,0.212,0.161,0.047,0.05,0.024,0.011,0.014,3
I,0.219,0.15,0.055,0.041,0.015,0.009,0.013,3
I,0.14,0.104,0.035,0.014,0.006,0.003,0.004,3
I,0.205,0.155,0.045,0.049,0.024,0.011,0.013,3
I,0.107,0.09,0.03,0.008,0.003,0.002,0.003,3
I,0.19,0.14,0.03,0.031,0.013,0.005,0.011,3
I,0.19,0.14,0.03,0.032,0.013,0.005,0.011,3
I,0.195,0.15,0.045,0.038,0.018,0.006,0.011,3
I,0.18,0.136,0.046,0.029,0.013,0.01,0.009,3
I,0.195,0.151,0.045,0.038,0.018,0.006,0.011,3
I,0.173,0.12,0.031,0.022,0.007,0.005,0.005,3
I,0.184,0.136,0.045,0.028,0.013,0.01,0.009,3
I,0.107,0.09,0.03,0.008,0.003,0.002,0.003,3
I,0.173,0.13,0.045,0.029,0.013,0.01,0.009,3
I,0.16,0.11,0.025,0.018,0.007,0.006,0.005,3
I,0.108,0.091,0.03,0.008,0.003,0.002,0.003,3
I,0.11,0.09,0.03,0.008,0.003,0.002,0.003,3
I,0.195,0.15,0.045,0.038,0.019,0.006,0.011,3
I,0.14,0.105,0.035,0.014,0.006,0.003,0.004,3
I,0.114,0.09,0.03,0.008,0.003,0.002,0.003,3
I,0.195,0.15,0.043,0.038,0.018,0.006,0.01,3
I,0.19,0.14,0.03,0.032,0.013,0.005,0.012,3
I,0.165,0.12,0.03,0.022,0.007,0.005,0.005,3
I,0.14,0.103,0.035,0.014,0.006,0.003,0.004,3
I,0.19,0.14,0.031,0.032,0.013,0.005,0.011,3
I,0.11,0.091,0.03,0.008,0.003,0.002,0.003,3
I,0.14,0.105,0.034,0.014,0.006,0.003,0.004,3
I,0.165,0.12,0.029,0.022,0.007,0.005,0.005,3
I,0.195,0.15,0.045,0.038,0.018,0.006,0.012,3
I,0.181,0.135,0.03,0.031,0.013,0.005,0.011,3
M,0.21,0.15,0.05,0.039,0.016,0.009,0.01,3
I,0.207,0.156,0.055,0.041,0.015,0.009,0.013,3
I,0.195,0.15,0.045,0.038,0.018,0.006,0.011,3
I,0.14,0.105,0.035,0.014,0.006,0.003,0.004,3
I,0.207,0.15,0.056,0.041,0.015,0.009,0.013,3
I,0.128,0.099,0.03,0.013,0.005,0.003,0.004,3
I,0.144,0.105,0.035,0.014,0.006,0.003,0.004,3
I,0.204,0.144,0.055,0.04,0.015,0.009,0.013,3
I,0.215,0.15,0.054,0.041,0.015,0.009,0.013,3
I,0.16,0.11,0.025,0.018,0.007,0.006,0.005,3
I,0.11,0.09,0.03,0.008,0.003,0.002,0.003,3
I,0.11,0.088,0.029,0.008,0.003,0.002,0.003,3
I,0.187,0.14,0.03,0.032,0.013,0.005,0.011,3
I,0.14,0.101,0.035,0.014,0.006,0.003,0.004,3
I,0.165,0.123,0.03,0.022,0.007,0.005,0.005,3
I,0.129,0.096,0.03,0.013,0.005,0.003,0.004,3
I,0.205,0.155,0.045,0.048,0.024,0.011,0.014,3
I,0.16,0.11,0.025,0.018,0.007,0.006,0.005,3
I,0.13,0.097,0.03,0.013,0.005,0.003,0.004,3
I,0.16,0.11,0.025,0.018,0.007,0.006,0.005,3
I,0.165,0.12,0.029,0.022,0.007,0.005,0.005,3
I,0.204,0.155,0.045,0.05,0.024,0.011,0.015,3
I,0.186,0.14,0.03,0.032,0.013,0.005,0.011,3
I,0.215,0.15,0.056,0.042,0.015,0.009,0.013,3
I,0.182,0.146,0.03,0.032,0.013,0.005,0.011,3
I,0.215,0.148,0.052,0.04,0.015,0.009,0.013,3
I,0.14,0.101,0.035,0.014,0.006,0.003,0.004,3
I,0.154,0.11,0.025,0.018,0.007,0.006,0.005,3
I,0.14,0.106,0.037,0.014,0.006,0.003,0.004,3
I,0.205,0.155,0.045,0.05,0.024,0.011,0.014,3
I,0.19,0.14,0.03,0.034,0.013,0.005,0.011,3
I,0.13,0.104,0.03,0.013,0.005,0.003,0.004,3
I,0.196,0.14,0.03,0.034,0.013,0.005,0.011,3
I,0.133,0.1,0.03,0.013,0.005,0.003,0.004,3
I,0.2,0.146,0.046,0.038,0.018,0.006,0.011,3
I,0.202,0.147,0.045,0.038,0.018,0.006,0.011,3
I,0.18,0.13,0.047,0.028,0.013,0.01,0.009,3
I,0.204,0.15,0.045,0.039,0.018,0.006,0.011,3
I,0.198,0.155,0.043,0.05,0.024,0.011,0.014,3
I,0.113,0.09,0.031,0.008,0.003,0.002,0.003,3
I,0.112,0.088,0.03,0.008,0.003,0.002,0.003,3
I,0.195,0.15,0.045,0.038,0.018,0.006,0.011,3
M,0.215,0.15,0.049,0.039,0.016,0.009,0.01,3
I,0.199,0.155,0.044,0.049,0.025,0.011,0.014,3
I,0.19,0.14,0.03,0.032,0.013,0.005,0.011,3
I,0.209,0.155,0.045,0.05,0.024,0.011,0.014,3
I,0.165,0.12,0.03,0.023,0.007,0.005,0.005,3
I,0.11,0.09,0.03,0.008,0.003,0.002,0.003,3
I,0.182,0.135,0.029,0.032,0.013,0.005,0.011,3
I,0.205,0.158,0.044,0.05,0.024,0.011,0.014,3
I,0.11,0.09,0.03,0.008,0.003,0.002,0.003,3
I,0.16,0.11,0.024,0.018,0.007,0.006,0.005,3
I,0.109,0.086,0.03,0.008,0.003,0.002,0.003,3
M,0.21,0.15,0.05,0.04,0.016,0.009,0.01,3
I,0.19,0.144,0.03,0.033,0.013,0.005,0.011,3
I,0.225,0.15,0.054,0.04,0.015,0.009,0.013,3
I,0.205,0.155,0.043,0.052,0.024,0.011,0.014,3
I,0.19,0.14,0.03,0.032,0.013,0.005,0.011,3
I,0.171,0.12,0.029,0.022,0.007,0.005,0.005,3
I,0.260,0.205,0.070,0.097,0.042,0.019,0.031,4
I,0.180,0.125,0.035,0.027,0.010,0.006,0.009,4
I,0.200,0.145,0.050,0.036,0.013,0.008,0.011,4
I,0.225,0.170,0.050,0.052,0.019,0.012,0.017,4
I,0.280,0.210,0.085,0.107,0.039,0.030,0.030,4
I,0.360,0.270,0.085,0.196,0.088,0.035,0.064,4
I,0.315,0.235,0.075,0.129,0.051,0.028,0.041,4
I,0.185,0.135,0.045,0.032,0.011,0.007,0.010,4
I,0.205,0.150,0.065,0.040,0.020,0.011,0.013,4
I,0.245,0.190,0.060,0.086,0.042,0.014,0.025,4
I,0.270,0.205,0.075,0.118,0.059,0.031,0.031,4
I,0.225,0.160,0.045,0.047,0.025,0.015,0.015,4
I,0.245,0.195,0.060,0.095,0.045,0.025,0.026,4
I,0.200,0.155,0.040,0.044,0.016,0.009,0.007,4
I,0.245,0.180,0.065,0.071,0.030,0.013,0.022,4
I,0.210,0.150,0.045,0.040,0.014,0.008,0.011,4
M,0.195,0.145,0.050,0.032,0.010,0.008,0.012,4
I,0.250,0.175,0.060,0.064,0.028,0.008,0.020,4
I,0.190,0.145,0.040,0.038,0.017,0.007,0.015,4
I,0.175,0.125,0.040,0.028,0.010,0.008,0.009,4
M,0.175,0.125,0.040,0.024,0.010,0.006,0.005,4
I,0.255,0.195,0.055,0.073,0.029,0.017,0.021,4
I,0.165,0.115,0.015,0.015,0.006,0.003,0.005,4
I,0.200,0.150,0.040,0.046,0.021,0.007,0.007,4
I,0.230,0.165,0.060,0.052,0.019,0.015,0.036,4
I,0.140,0.105,0.035,0.015,0.005,0.004,0.005,4
I,0.250,0.180,0.065,0.081,0.035,0.019,0.022,4
I,0.245,0.205,0.060,0.077,0.034,0.014,0.022,4
I,0.225,0.165,0.055,0.059,0.027,0.013,0.015,4
I,0.195,0.135,0.040,0.033,0.014,0.005,0.010,4
I,0.130,0.095,0.035,0.011,0.005,0.007,0.004,4
I,0.225,0.170,0.070,0.057,0.024,0.013,0.016,4
I,0.170,0.130,0.095,0.030,0.013,0.008,0.010,4
I,0.185,0.130,0.045,0.029,0.012,0.008,0.010,4
I,0.240,0.185,0.060,0.066,0.030,0.001,0.020,4
I,0.300,0.235,0.080,0.131,0.050,0.027,0.043,4
I,0.257,0.199,0.06,0.082,0.044,0.014,0.025,4
I,0.177,0.125,0.04,0.028,0.01,0.008,0.009,4
I,0.134,0.095,0.035,0.011,0.005,0.007,0.004,4
I,0.183,0.13,0.045,0.028,0.012,0.008,0.01,4
I,0.245,0.19,0.06,0.089,0.042,0.014,0.025,4
I,0.167,0.13,0.095,0.031,0.013,0.008,0.01,4
I,0.245,0.196,0.06,0.077,0.034,0.014,0.022,4
I,0.22,0.157,0.055,0.058,0.028,0.013,0.015,4
I,0.185,0.128,0.045,0.029,0.012,0.008,0.01,4
M,0.195,0.138,0.051,0.031,0.01,0.008,0.012,4
I,0.249,0.195,0.06,0.095,0.044,0.025,0.025,4
I,0.201,0.15,0.04,0.046,0.021,0.007,0.007,4
M,0.175,0.125,0.04,0.024,0.01,0.006,0.005,4
I,0.225,0.162,0.045,0.048,0.025,0.015,0.015,4
I,0.17,0.13,0.095,0.03,0.012,0.008,0.01,4
I,0.245,0.188,0.065,0.069,0.03,0.013,0.022,4
I,0.18,0.13,0.044,0.029,0.012,0.008,0.01,4
I,0.175,0.125,0.042,0.029,0.01,0.008,0.009,4
I,0.13,0.095,0.035,0.011,0.005,0.007,0.004,4
I,0.205,0.143,0.062,0.04,0.02,0.011,0.013,4
I,0.19,0.141,0.038,0.038,0.017,0.007,0.015,4
I,0.231,0.185,0.06,0.066,0.03,0.001,0.02,4
I,0.245,0.174,0.065,0.071,0.03,0.013,0.022,4
I,0.2,0.152,0.039,0.044,0.016,0.009,0.007,4
I,0.182,0.147,0.04,0.038,0.017,0.007,0.015,4
I,0.238,0.16,0.06,0.052,0.02,0.015,0.036,4
I,0.21,0.155,0.045,0.041,0.014,0.008,0.011,4
I,0.248,0.18,0.065,0.074,0.031,0.013,0.022,4
I,0.2,0.155,0.04,0.044,0.016,0.009,0.007,4
I,0.245,0.18,0.065,0.069,0.03,0.013,0.023,4
I,0.27,0.205,0.075,0.118,0.058,0.031,0.032,4
I,0.185,0.131,0.045,0.029,0.012,0.008,0.01,4
I,0.225,0.177,0.048,0.05,0.019,0.012,0.017,4
I,0.201,0.135,0.042,0.033,0.014,0.005,0.01,4
I,0.245,0.19,0.062,0.084,0.042,0.013,0.025,4
I,0.239,0.175,0.06,0.064,0.027,0.008,0.02,4
M,0.175,0.123,0.039,0.024,0.01,0.006,0.005,4
I,0.21,0.15,0.045,0.039,0.013,0.008,0.011,4
I,0.312,0.235,0.075,0.127,0.051,0.028,0.041,4
I,0.2,0.145,0.05,0.035,0.013,0.008,0.011,4
I,0.24,0.185,0.062,0.066,0.03,0.001,0.02,4
I,0.179,0.125,0.04,0.027,0.01,0.008,0.009,4
I,0.24,0.19,0.06,0.089,0.042,0.014,0.026,4
I,0.315,0.235,0.075,0.128,0.051,0.028,0.042,4
I,0.176,0.134,0.095,0.03,0.013,0.008,0.01,4
I,0.245,0.205,0.06,0.077,0.033,0.014,0.022,4
I,0.185,0.133,0.045,0.029,0.012,0.008,0.01,4
I,0.26,0.197,0.055,0.073,0.03,0.017,0.02,4
M,0.204,0.145,0.049,0.031,0.01,0.008,0.011,4
I,0.244,0.18,0.065,0.081,0.035,0.019,0.022,4
I,0.255,0.18,0.065,0.071,0.029,0.013,0.022,4
I,0.23,0.165,0.06,0.053,0.019,0.015,0.036,4
I,0.165,0.116,0.015,0.015,0.006,0.003,0.005,4
M,0.175,0.125,0.04,0.024,0.01,0.006,0.005,4
I,0.175,0.125,0.039,0.028,0.01,0.008,0.009,4
I,0.21,0.156,0.045,0.04,0.013,0.008,0.011,4
I,0.225,0.16,0.045,0.049,0.025,0.015,0.015,4
I,0.25,0.19,0.061,0.086,0.042,0.014,0.025,4
I,0.181,0.13,0.045,0.028,0.012,0.008,0.01,4
I,0.192,0.13,0.046,0.029,0.012,0.008,0.01,4
I,0.18,0.123,0.035,0.026,0.01,0.006,0.009,4
I,0.25,0.18,0.066,0.081,0.035,0.019,0.022,4
I,0.357,0.27,0.085,0.188,0.088,0.036,0.064,4
I,0.225,0.161,0.055,0.061,0.027,0.013,0.015,4
I,0.216,0.17,0.067,0.057,0.024,0.013,0.016,4
I,0.232,0.165,0.06,0.052,0.019,0.015,0.035,4
I,0.26,0.175,0.059,0.064,0.028,0.008,0.02,4
I,0.26,0.205,0.07,0.097,0.041,0.019,0.031,4
I,0.21,0.144,0.045,0.04,0.014,0.008,0.011,4
I,0.14,0.105,0.035,0.014,0.005,0.004,0.005,4
I,0.255,0.187,0.055,0.073,0.029,0.018,0.021,4
I,0.25,0.195,0.055,0.072,0.029,0.017,0.021,4
I,0.25,0.171,0.057,0.063,0.028,0.008,0.02,4
I,0.225,0.165,0.055,0.059,0.027,0.013,0.015,4
I,0.19,0.135,0.045,0.029,0.012,0.008,0.01,4
M,0.175,0.125,0.04,0.024,0.01,0.006,0.005,4
I,0.2,0.144,0.038,0.048,0.02,0.007,0.007,4
I,0.292,0.235,0.08,0.131,0.051,0.027,0.043,4
I,0.225,0.165,0.055,0.059,0.027,0.013,0.015,4
I,0.185,0.135,0.045,0.032,0.011,0.007,0.01,4
M,0.175,0.125,0.04,0.024,0.01,0.006,0.005,4
I,0.2,0.159,0.039,0.044,0.016,0.009,0.007,4
I,0.245,0.205,0.06,0.075,0.034,0.014,0.022,4
M,0.195,0.145,0.05,0.031,0.01,0.008,0.012,4
I,0.315,0.235,0.075,0.127,0.053,0.028,0.041,4
I,0.195,0.135,0.04,0.034,0.014,0.005,0.01,4
I,0.249,0.18,0.064,0.071,0.03,0.013,0.022,4
I,0.315,0.235,0.076,0.129,0.051,0.028,0.041,4
I,0.183,0.126,0.045,0.029,0.013,0.008,0.01,4
M,0.195,0.145,0.048,0.032,0.01,0.008,0.012,4
I,0.225,0.176,0.052,0.053,0.018,0.012,0.017,4
I,0.3,0.236,0.08,0.131,0.05,0.027,0.043,4
I,0.344,0.27,0.084,0.196,0.088,0.035,0.066,4
I,0.199,0.145,0.05,0.036,0.013,0.008,0.011,4
I,0.14,0.1,0.035,0.015,0.005,0.004,0.005,4
I,0.2,0.155,0.04,0.044,0.015,0.009,0.007,4
I,0.167,0.136,0.095,0.03,0.013,0.008,0.01,4
I,0.229,0.158,0.06,0.052,0.019,0.015,0.036,4
I,0.225,0.17,0.073,0.057,0.024,0.012,0.016,4
I,0.178,0.12,0.04,0.028,0.01,0.008,0.009,4
I,0.235,0.159,0.045,0.045,0.024,0.015,0.015,4
I,0.13,0.095,0.035,0.011,0.005,0.007,0.004,4
I,0.133,0.097,0.033,0.011,0.005,0.007,0.004,4
I,0.322,0.235,0.075,0.129,0.05,0.028,0.042,4
I,0.225,0.166,0.07,0.055,0.024,0.013,0.016,4
I,0.18,0.127,0.035,0.027,0.01,0.006,0.009,4
I,0.192,0.145,0.04,0.037,0.017,0.007,0.015,4
I,0.236,0.18,0.065,0.073,0.03,0.013,0.023,4
I,0.28,0.21,0.085,0.107,0.039,0.03,0.03,4
I,0.216,0.165,0.055,0.059,0.026,0.013,0.015,4
I,0.135,0.098,0.035,0.011,0.005,0.007,0.004,4
M,0.195,0.145,0.052,0.032,0.01,0.008,0.012,4
I,0.292,0.21,0.085,0.105,0.039,0.03,0.03,4
I,0.225,0.166,0.05,0.052,0.019,0.012,0.017,4
I,0.27,0.205,0.072,0.113,0.06,0.031,0.031,4
I,0.315,0.235,0.074,0.129,0.051,0.028,0.041,4
I,0.183,0.145,0.04,0.039,0.018,0.007,0.016,4
I,0.227,0.17,0.068,0.057,0.023,0.013,0.016,4
M,0.175,0.119,0.04,0.024,0.01,0.006,0.005,4
I,0.27,0.205,0.075,0.118,0.057,0.031,0.031,4
I,0.245,0.19,0.061,0.086,0.042,0.013,0.025,4
I,0.23,0.165,0.06,0.051,0.019,0.015,0.036,4
M,0.19,0.145,0.05,0.032,0.01,0.008,0.012,4
I,0.167,0.115,0.015,0.014,0.006,0.003,0.005,4
M,0.195,0.146,0.05,0.032,0.01,0.008,0.012,4
I,0.255,0.195,0.056,0.073,0.03,0.018,0.02,4
I,0.225,0.17,0.05,0.052,0.019,0.012,0.017,4
I,0.175,0.125,0.04,0.028,0.01,0.008,0.009,4
I,0.185,0.13,0.046,0.029,0.012,0.008,0.01,4
I,0.225,0.17,0.05,0.052,0.019,0.012,0.017,4
I,0.24,0.185,0.06,0.066,0.03,0.001,0.02,4
I,0.19,0.145,0.04,0.038,0.017,0.007,0.015,4
I,0.233,0.207,0.061,0.077,0.034,0.014,0.022,4
I,0.277,0.205,0.074,0.118,0.059,0.031,0.031,4
I,0.214,0.155,0.044,0.041,0.014,0.008,0.011,4
I,0.205,0.15,0.065,0.042,0.02,0.011,0.013,4
I,0.24,0.185,0.06,0.066,0.029,0.001,0.02,4
I,0.192,0.144,0.048,0.035,0.013,0.008,0.012,4
I,0.18,0.125,0.036,0.027,0.01,0.006,0.009,4
I,0.245,0.205,0.06,0.077,0.034,0.014,0.022,4
I,0.225,0.165,0.044,0.047,0.025,0.015,0.015,4
I,0.244,0.195,0.057,0.073,0.03,0.017,0.021,4
I,0.362,0.278,0.085,0.196,0.089,0.035,0.062,4
I,0.18,0.121,0.035,0.027,0.01,0.006,0.009,4
I,0.236,0.16,0.045,0.047,0.024,0.015,0.015,4
M,0.198,0.149,0.05,0.032,0.01,0.008,0.012,4
I,0.290,0.215,0.065,0.099,0.043,0.021,0.031,5
I,0.395,0.300,0.090,0.286,0.139,0.063,0.077,5
I,0.215,0.150,0.030,0.039,0.012,0.005,0.010,5
I,0.290,0.215,0.060,0.112,0.053,0.019,0.032,5
I,0.270,0.190,0.060,0.099,0.045,0.017,0.030,5
I,0.305,0.215,0.065,0.108,0.044,0.021,0.038,5
I,0.270,0.195,0.065,0.107,0.048,0.023,0.029,5
I,0.220,0.165,0.055,0.055,0.022,0.012,0.020,5
I,0.365,0.255,0.080,0.199,0.079,0.035,0.053,5
I,0.385,0.280,0.090,0.228,0.103,0.042,0.066,5
I,0.325,0.245,0.075,0.150,0.061,0.033,0.045,5
I,0.235,0.175,0.040,0.071,0.034,0.015,0.020,5
I,0.235,0.160,0.040,0.048,0.019,0.018,0.015,5
I,0.420,0.320,0.115,0.376,0.169,0.092,0.100,5
I,0.395,0.295,0.090,0.303,0.143,0.067,0.077,5
I,0.295,0.230,0.080,0.163,0.065,0.050,0.039,5
F,0.360,0.270,0.090,0.189,0.085,0.039,0.055,5
I,0.300,0.220,0.065,0.124,0.059,0.026,0.032,5
I,0.315,0.230,0.080,0.138,0.055,0.031,0.045,5
I,0.330,0.205,0.095,0.160,0.077,0.032,0.044,5
I,0.280,0.210,0.055,0.106,0.042,0.027,0.031,5
F,0.370,0.275,0.085,0.241,0.104,0.054,0.070,5
I,0.265,0.205,0.070,0.106,0.039,0.041,0.035,5
I,0.300,0.220,0.080,0.121,0.048,0.042,0.035,5
I,0.335,0.255,0.080,0.168,0.079,0.036,0.050,5
I,0.235,0.175,0.080,0.065,0.022,0.018,0.022,5
I,0.375,0.265,0.095,0.196,0.085,0.042,0.059,5
I,0.250,0.180,0.065,0.069,0.025,0.016,0.023,5
I,0.260,0.215,0.080,0.099,0.037,0.026,0.045,5
I,0.265,0.210,0.060,0.097,0.043,0.022,0.030,5
I,0.300,0.230,0.075,0.150,0.061,0.042,0.045,5
I,0.320,0.205,0.080,0.181,0.088,0.034,0.050,5
M,0.155,0.115,0.025,0.024,0.009,0.005,0.008,5
I,0.285,0.205,0.070,0.106,0.039,0.029,0.034,5
I,0.280,0.215,0.080,0.132,0.072,0.022,0.033,5
I,0.305,0.220,0.070,0.141,0.062,0.031,0.037,5
M,0.285,0.215,0.075,0.106,0.042,0.023,0.035,5
I,0.285,0.220,0.065,0.096,0.041,0.021,0.030,5
I,0.215,0.155,0.060,0.053,0.021,0.017,0.015,5
I,0.250,0.185,0.065,0.071,0.027,0.019,0.023,5
I,0.200,0.145,0.025,0.035,0.011,0.008,0.010,5
I,0.270,0.200,0.070,0.100,0.034,0.025,0.035,5
I,0.275,0.205,0.065,0.101,0.041,0.021,0.034,5
I,0.370,0.275,0.100,0.282,0.151,0.051,0.068,5
I,0.250,0.180,0.060,0.073,0.028,0.017,0.023,5
I,0.210,0.170,0.045,0.048,0.019,0.011,0.013,5
M,0.255,0.180,0.065,0.079,0.034,0.014,0.025,5
I,0.350,0.260,0.075,0.180,0.090,0.025,0.055,5
I,0.185,0.135,0.040,0.027,0.011,0.006,0.009,5
I,0.175,0.130,0.055,0.032,0.011,0.007,0.013,5
I,0.280,0.200,0.075,0.123,0.055,0.012,0.035,5
I,0.310,0.225,0.070,0.106,0.435,0.015,0.040,5
I,0.375,0.290,0.095,0.213,0.096,0.041,0.061,5
I,0.240,0.175,0.045,0.070,0.032,0.024,0.020,5
I,0.250,0.190,0.065,0.084,0.039,0.015,0.025,5
I,0.440,0.340,0.105,0.369,0.164,0.080,0.102,5
I,0.280,0.210,0.085,0.108,0.042,0.024,0.034,5
M,0.200,0.140,0.055,0.035,0.015,0.008,0.010,5
I,0.325,0.250,0.055,0.166,0.076,0.051,0.045,5
I,0.180,0.135,0.080,0.033,0.015,0.007,0.010,5
I,0.230,0.175,0.065,0.065,0.026,0.011,0.020,5
I,0.315,0.210,0.060,0.125,0.060,0.038,0.035,5
I,0.290,0.210,0.070,0.112,0.048,0.021,0.030,5
M,0.280,0.210,0.065,0.091,0.035,0.020,0.030,5
M,0.280,0.200,0.080,0.092,0.033,0.022,0.030,5
F,0.290,0.225,0.075,0.140,0.052,0.024,0.040,5
I,0.205,0.150,0.055,0.042,0.026,0.015,0.012,5
I,0.315,0.230,0.070,0.115,0.046,0.024,0.039,5
F,0.275,0.195,0.070,0.080,0.031,0.022,0.025,5
I,0.275,0.205,0.070,0.106,0.495,0.019,0.032,5
I,0.345,0.255,0.085,0.201,0.105,0.037,0.050,5
I,0.395,0.270,0.100,0.299,0.145,0.061,0.082,5
I,0.290,0.210,0.060,0.105,0.042,0.022,0.035,5
I,0.285,0.210,0.055,0.101,0.042,0.017,0.034,5
I,0.235,0.130,0.075,0.159,0.069,0.037,0.047,5
I,0.370,0.280,0.085,0.198,0.081,0.046,0.058,5
I,0.255,0.185,0.060,0.088,0.037,0.021,0.023,5
I,0.340,0.250,0.075,0.179,0.067,0.046,0.045,5
I,0.275,0.200,0.065,0.092,0.039,0.024,0.027,5
